num_clients,fraction_fit,seed,round,accuracy,loss
5,0.2,0,0,0.1,2.30540451302696
5,0.2,0,1,0.3077,2.176229903492303
5,0.2,0,2,0.6967,0.812810978950403
5,0.2,0,3,0.7711,0.5976450192852142
5,0.2,0,4,0.7867,0.5508863674566007
5,0.2,0,5,0.8031,0.5128452483171853
5,0.2,0,6,0.8116,0.48513821448190525
5,0.2,0,7,0.8317,0.45893028166633065
5,0.2,0,8,0.8373,0.4419977152452301
5,0.2,0,9,0.8393,0.4336369706276126
5,0.2,0,10,0.8418,0.42573054134845734
5,0.2,1,0,0.1012,2.3021752468694134
5,0.2,1,1,0.1877,2.265445522606944
5,0.2,1,2,0.6869,0.9211654802099966
5,0.2,1,3,0.7718,0.5854849002231806
5,0.2,1,4,0.7947,0.5327613321832194
5,0.2,1,5,0.8155,0.4916337175538745
5,0.2,1,6,0.8277,0.4656225336007417
5,0.2,1,7,0.8335,0.44429206505370217
5,0.2,1,8,0.8363,0.43134161475272226
5,0.2,1,9,0.845,0.41952400866407935
5,0.2,1,10,0.8458,0.4109816076323247
5,0.2,2,0,0.096,2.3059521665969216
5,0.2,2,1,0.1911,2.186770267760792
5,0.2,2,2,0.7242,0.8067620284260272
5,0.2,2,3,0.7671,0.5853225445975891
5,0.2,2,4,0.7819,0.5508350861815218
5,0.2,2,5,0.8036,0.5056654205813575
5,0.2,2,6,0.8227,0.476348947697935
5,0.2,2,7,0.8271,0.46025698048809466
5,0.2,2,8,0.8332,0.44560744339665664
5,0.2,2,9,0.839,0.43401800324551215
5,0.2,2,10,0.8412,0.4243429000861348
5,0.2,3,0,0.1,2.3027795907407524
5,0.2,3,1,0.2133,2.198647360451305
5,0.2,3,2,0.6565,0.8438258662391395
5,0.2,3,3,0.767,0.5845804581055626
5,0.2,3,4,0.7848,0.5459510490726739
5,0.2,3,5,0.792,0.5205496571981869
5,0.2,3,6,0.8033,0.4999670983312991
5,0.2,3,7,0.8144,0.47909746921290985
5,0.2,3,8,0.8266,0.4645331833309259
5,0.2,3,9,0.8335,0.4495129363891035
5,0.2,3,10,0.8405,0.4359074764834425
5,0.2,4,0,0.1,2.3043228239297107
5,0.2,4,1,0.1277,2.260006828429981
5,0.2,4,2,0.6851,0.8449533562690686
5,0.2,4,3,0.744,0.6511206237462382
5,0.2,4,4,0.7603,0.598702461479571
5,0.2,4,5,0.7796,0.5586091624662137
5,0.2,4,6,0.8007,0.5321072549960865
5,0.2,4,7,0.8107,0.5052406307036122
5,0.2,4,8,0.8197,0.48779005816759774
5,0.2,4,9,0.8216,0.47664312618418625
5,0.2,4,10,0.8312,0.46286834704990204
5,0.5,0,0,0.1,2.303843713035218
5,0.5,0,1,0.2544,2.2200859240449655
5,0.5,0,2,0.7038,0.828101928813008
5,0.5,0,3,0.7623,0.6005387967958237
5,0.5,0,4,0.7802,0.5509778199294886
5,0.5,0,5,0.7989,0.5133993341899908
5,0.5,0,6,0.8189,0.481370052876183
5,0.5,0,7,0.8263,0.4611815679282807
5,0.5,0,8,0.8296,0.45022932685221345
5,0.5,0,9,0.8426,0.43598906957684236
5,0.5,0,10,0.8426,0.42927654992086817
5,0.5,1,0,0.0701,2.3057043925641825
5,0.5,1,1,0.1335,2.2671789018490824
5,0.5,1,2,0.6819,0.8673836735490793
5,0.5,1,3,0.7619,0.6055139536484362
5,0.5,1,4,0.7872,0.547093255451312
5,0.5,1,5,0.8081,0.5046021610784074
5,0.5,1,6,0.8243,0.4832201038781827
5,0.5,1,7,0.8319,0.461190813313277
5,0.5,1,8,0.8393,0.4481300883495008
5,0.5,1,9,0.8422,0.43803658474462864
5,0.5,1,10,0.8437,0.4288119456876581
5,0.5,2,0,0.1001,2.30675594875226
5,0.5,2,1,0.2549,2.25005866315799
5,0.5,2,2,0.7484,0.7861400117127659
5,0.5,2,3,0.7881,0.5459465511119403
5,0.5,2,4,0.8113,0.4963571019351673
5,0.5,2,5,0.8298,0.46323069096944586
5,0.5,2,6,0.8418,0.4434879225092574
5,0.5,2,7,0.8436,0.4267121590554905
5,0.5,2,8,0.8467,0.41409551871184724
5,0.5,2,9,0.8541,0.4058485923769375
5,0.5,2,10,0.853,0.40484289625010933
5,0.5,3,0,0.0247,2.305924684475786
5,0.5,3,1,0.2219,2.237697204461875
5,0.5,3,2,0.7024,0.8748151997026925
5,0.5,3,3,0.7724,0.591650022866246
5,0.5,3,4,0.793,0.5331500336861077
5,0.5,3,5,0.8154,0.49134994038758567
5,0.5,3,6,0.8248,0.46665390945090274
5,0.5,3,7,0.8338,0.4498859947196211
5,0.5,3,8,0.8361,0.4329111091911602
5,0.5,3,9,0.8424,0.42239743661575807
5,0.5,3,10,0.843,0.423653547994245
5,0.5,4,0,0.0993,2.304434460192062
5,0.5,4,1,0.3943,2.0524724043977147
5,0.5,4,2,0.7241,0.7457388816550136
5,0.5,4,3,0.7728,0.5660512492584344
5,0.5,4,4,0.7952,0.5204272825782672
5,0.5,4,5,0.8178,0.48396728585322446
5,0.5,4,6,0.8255,0.4655321816000314
5,0.5,4,7,0.8333,0.4439377981824235
5,0.5,4,8,0.8368,0.43920688635815447
5,0.5,4,9,0.8447,0.4218988229101077
5,0.5,4,10,0.847,0.4144505485654258
5,1.0,0,0,0.0905,2.3022708108249943
5,1.0,0,1,0.2201,2.1478656419930746
5,1.0,0,2,0.7128,0.8270943998909606
5,1.0,0,3,0.7717,0.5771384855238394
5,1.0,0,4,0.7925,0.5262260636963403
5,1.0,0,5,0.8143,0.49211599127934
5,1.0,0,6,0.8261,0.46583814428637205
5,1.0,0,7,0.8334,0.4453263490820845
5,1.0,0,8,0.8381,0.43388946204425427
5,1.0,0,9,0.8432,0.42128983623208327
5,1.0,0,10,0.8485,0.4179824615438906
5,1.0,1,0,0.1,2.307471605154653
5,1.0,1,1,0.122,2.261383343047608
5,1.0,1,2,0.6983,0.8829421600975549
5,1.0,1,3,0.7523,0.6236695992870452
5,1.0,1,4,0.7775,0.561436677559877
5,1.0,1,5,0.792,0.524361429123071
5,1.0,1,6,0.8157,0.49683973512139185
5,1.0,1,7,0.8232,0.4795719155678734
5,1.0,1,8,0.8308,0.45854679126137743
5,1.0,1,9,0.8334,0.4485465908964602
5,1.0,1,10,0.8368,0.43491278467372585
5,1.0,2,0,0.0999,2.3065584718990633
5,1.0,2,1,0.3563,2.1127829864002265
5,1.0,2,2,0.7169,0.7798872354883737
5,1.0,2,3,0.7628,0.5978062893635929
5,1.0,2,4,0.7864,0.5378388067879997
5,1.0,2,5,0.8108,0.49971806988738976
5,1.0,2,6,0.8222,0.4706329426255089
5,1.0,2,7,0.8309,0.45245400052101087
5,1.0,2,8,0.8358,0.4412228934014567
5,1.0,2,9,0.843,0.4287781164573785
5,1.0,2,10,0.8466,0.4213946698763119
5,1.0,3,0,0.1,2.3050259545969127
5,1.0,3,1,0.1838,2.2671272739434776
5,1.0,3,2,0.6814,0.8360332964708249
5,1.0,3,3,0.7606,0.6003059041195403
5,1.0,3,4,0.7774,0.5591173810414232
5,1.0,3,5,0.79,0.5254145104188127
5,1.0,3,6,0.8094,0.5008735960950486
5,1.0,3,7,0.8192,0.4845367373940282
5,1.0,3,8,0.8276,0.46128408901226786
5,1.0,3,9,0.8336,0.44744152325791675
5,1.0,3,10,0.8386,0.4394198433754924
5,1.0,4,0,0.0701,2.3056389706584213
5,1.0,4,1,0.2964,2.194471203861907
5,1.0,4,2,0.6897,0.89961320752153
5,1.0,4,3,0.7598,0.6096824950303513
5,1.0,4,4,0.7755,0.566398696967969
5,1.0,4,5,0.7815,0.5487299346790527
5,1.0,4,6,0.8032,0.5050026037441656
5,1.0,4,7,0.8158,0.4921038803010703
5,1.0,4,8,0.8286,0.465773560868475
5,1.0,4,9,0.8315,0.45555900534787497
5,1.0,4,10,0.8335,0.4486164293302515
10,0.2,0,0,0.079,2.304344136113176
10,0.2,0,1,0.1003,2.217113159715939
10,0.2,0,2,0.6489,0.8822597432822085
10,0.2,0,3,0.7469,0.6407043994806064
10,0.2,0,4,0.771,0.575297906851997
10,0.2,0,5,0.7852,0.5360025716380189
10,0.2,0,6,0.7999,0.5104618607618557
10,0.2,0,7,0.814,0.48786488822854746
10,0.2,0,8,0.8211,0.4737114785387874
10,0.2,0,9,0.8277,0.461096873679481
10,0.2,0,10,0.8303,0.4537583813785364
10,0.2,1,0,0.1019,2.3032976164223666
10,0.2,1,1,0.1892,2.201490920191756
10,0.2,1,2,0.7062,0.781808158840996
10,0.2,1,3,0.7625,0.5767882153058586
10,0.2,1,4,0.7877,0.5279471487663805
10,0.2,1,5,0.8088,0.4983373564272262
10,0.2,1,6,0.82,0.47616805769384096
10,0.2,1,7,0.8283,0.45812370263920804
10,0.2,1,8,0.8362,0.44497727802671944
10,0.2,1,9,0.8374,0.4342183042496157
10,0.2,1,10,0.8395,0.42530068571860796
10,0.2,2,0,0.1025,2.3038560788090616
10,0.2,2,1,0.2157,2.0851531059216386
10,0.2,2,2,0.6992,0.8178663078588418
10,0.2,2,3,0.7612,0.5844156830645979
10,0.2,2,4,0.7877,0.5314616417161192
10,0.2,2,5,0.8073,0.49984526648498573
10,0.2,2,6,0.8212,0.4769051551533202
10,0.2,2,7,0.8244,0.4637813169640093
10,0.2,2,8,0.8338,0.44903994492067695
10,0.2,2,9,0.8384,0.4364238073841071
10,0.2,2,10,0.8415,0.42686465815804636
10,0.2,3,0,0.1046,2.303141254205673
10,0.2,3,1,0.2872,2.17187137649463
10,0.2,3,2,0.7123,0.7746505102220054
10,0.2,3,3,0.7893,0.5522259208626641
10,0.2,3,4,0.8132,0.4984224210627163
10,0.2,3,5,0.8327,0.4639826926846093
10,0.2,3,6,0.831,0.4476752314990321
10,0.2,3,7,0.8389,0.4292123027312489
10,0.2,3,8,0.8422,0.41676456112259874
10,0.2,3,9,0.8501,0.4045729054905736
10,0.2,3,10,0.8511,0.4015168671171886
10,0.2,4,0,0.0994,2.3042475186978666
10,0.2,4,1,0.3103,2.172276809192694
10,0.2,4,2,0.745,0.7331027606615244
10,0.2,4,3,0.7761,0.5784006906679263
10,0.2,4,4,0.7911,0.5266548186159743
10,0.2,4,5,0.8026,0.4959314815438213
10,0.2,4,6,0.8157,0.4744186195702598
10,0.2,4,7,0.8266,0.45602705946174293
10,0.2,4,8,0.8387,0.43994347860637945
10,0.2,4,9,0.8432,0.4259504716093548
10,0.2,4,10,0.8499,0.4148559639581476
10,0.5,0,0,0.1,2.3032029208283835
10,0.5,0,1,0.261,2.2127655215156725
10,0.5,0,2,0.7084,0.8120638416788448
10,0.5,0,3,0.7479,0.62025684794298
10,0.5,0,4,0.775,0.5633523639398642
10,0.5,0,5,0.793,0.5236918530620325
10,0.5,0,6,0.8074,0.4987521187280314
10,0.5,0,7,0.822,0.47637681272654486
10,0.5,0,8,0.8289,0.4616707650045998
10,0.5,0,9,0.8331,0.44945246462052624
10,0.5,0,10,0.8397,0.43696570653504074
10,0.5,1,0,0.1,2.3049130630188475
10,0.5,1,1,0.2527,2.2150782883738556
10,0.5,1,2,0.6736,0.8815732259339037
10,0.5,1,3,0.7571,0.6104737148879055
10,0.5,1,4,0.7708,0.5732558497224753
10,0.5,1,5,0.7826,0.5328511441953647
10,0.5,1,6,0.7954,0.5150537258519913
10,0.5,1,7,0.8144,0.485992202600732
10,0.5,1,8,0.8242,0.46820252995711925
10,0.5,1,9,0.8312,0.45034860174495955
10,0.5,1,10,0.8404,0.4349148934974838
10,0.5,2,0,0.0838,2.303373572925409
10,0.5,2,1,0.1567,2.247096962822131
10,0.5,2,2,0.6721,0.8745228054043584
10,0.5,2,3,0.7446,0.6328825101303978
10,0.5,2,4,0.7677,0.5773598181363493
10,0.5,2,5,0.7847,0.5407644410293323
10,0.5,2,6,0.8077,0.4991909001772396
10,0.5,2,7,0.8175,0.47837723139375926
10,0.5,2,8,0.8257,0.4656901872767427
10,0.5,2,9,0.8326,0.4481490086347531
10,0.5,2,10,0.8395,0.43485809738834064
10,0.5,3,0,0.1007,2.30688680018099
10,0.5,3,1,0.1,2.28275683588875
10,0.5,3,2,0.6592,0.8961709642562622
10,0.5,3,3,0.7572,0.6253641710494654
10,0.5,3,4,0.778,0.5606494540699755
10,0.5,3,5,0.7992,0.5115440321711305
10,0.5,3,6,0.82,0.47402301578285594
10,0.5,3,7,0.8302,0.45153703362035297
10,0.5,3,8,0.8386,0.4339909237889817
10,0.5,3,9,0.8447,0.4224625069398088
10,0.5,3,10,0.8497,0.40588276347698876
10,0.5,4,0,0.1001,2.302401906004348
10,0.5,4,1,0.1573,2.2472845136928865
10,0.5,4,2,0.7125,0.8594862740641585
10,0.5,4,3,0.7828,0.5655799192932848
10,0.5,4,4,0.8126,0.5101656418638869
10,0.5,4,5,0.8251,0.4756471792729899
10,0.5,4,6,0.8316,0.46069291229255666
10,0.5,4,7,0.8431,0.43921413070287185
10,0.5,4,8,0.8446,0.4307470318560783
10,0.5,4,9,0.8482,0.4149081703192129
10,0.5,4,10,0.8509,0.4118280983961428
10,1.0,0,0,0.1278,2.3071028089370973
10,1.0,0,1,0.2023,2.1928639495715547
10,1.0,0,2,0.7378,0.749019062081084
10,1.0,0,3,0.7742,0.5791680793792676
10,1.0,0,4,0.7878,0.5340751271468763
10,1.0,0,5,0.8003,0.502780968531633
10,1.0,0,6,0.8106,0.48375992196055645
10,1.0,0,7,0.8239,0.4613857339746274
10,1.0,0,8,0.829,0.4492009363997097
10,1.0,0,9,0.8338,0.4376278411561308
10,1.0,0,10,0.8393,0.4300436373716726
10,1.0,1,0,0.0566,2.3038839928258343
10,1.0,1,1,0.1915,2.2281461653237145
10,1.0,1,2,0.7054,0.812041375583734
10,1.0,1,3,0.7659,0.5899339258289946
10,1.0,1,4,0.7844,0.5382488431831518
10,1.0,1,5,0.7938,0.5124875991203534
10,1.0,1,6,0.8134,0.4836542289287518
10,1.0,1,7,0.8266,0.46353533821174514
10,1.0,1,8,0.8352,0.4424823959128925
10,1.0,1,9,0.8395,0.43331109641935117
10,1.0,1,10,0.8431,0.42254558922098084
10,1.0,2,0,0.1196,2.304574616039142
10,1.0,2,1,0.258,2.21759801474623
10,1.0,2,2,0.7266,0.7468223905982301
10,1.0,2,3,0.7735,0.569742455173986
10,1.0,2,4,0.7939,0.5193908736347771
10,1.0,2,5,0.8139,0.4898294146163776
10,1.0,2,6,0.8281,0.46702884866025884
10,1.0,2,7,0.8364,0.4498949486512346
10,1.0,2,8,0.8445,0.4350922111981212
10,1.0,2,9,0.8448,0.42309203862953493
10,1.0,2,10,0.8473,0.4158664597823216
10,1.0,3,0,0.0864,2.3052680873261475
10,1.0,3,1,0.1002,2.2814367023138953
10,1.0,3,2,0.7085,0.843922889842012
10,1.0,3,3,0.7658,0.5961367564079479
10,1.0,3,4,0.7832,0.5463498617037417
10,1.0,3,5,0.7979,0.5162667905846343
10,1.0,3,6,0.813,0.4880892388736859
10,1.0,3,7,0.8275,0.4686583190585097
10,1.0,3,8,0.8344,0.4552240058446464
10,1.0,3,9,0.8403,0.43473078448551533
10,1.0,3,10,0.8412,0.4319981500601616
10,1.0,4,0,0.1,2.3075738745375562
10,1.0,4,1,0.3402,2.140087360772081
10,1.0,4,2,0.7136,0.7671491725566669
10,1.0,4,3,0.7655,0.5905382065727307
10,1.0,4,4,0.782,0.5456600500562321
10,1.0,4,5,0.798,0.5117403922941738
10,1.0,4,6,0.8194,0.48106504738711703
10,1.0,4,7,0.8218,0.46895592814436354
10,1.0,4,8,0.8345,0.44698654400845306
10,1.0,4,9,0.8378,0.43485514445902823
10,1.0,4,10,0.8441,0.42509095308879696
20,0.2,0,0,0.1,2.3057305942328212
20,0.2,0,1,0.2281,2.173132740270596
20,0.2,0,2,0.6984,0.8126990817987119
20,0.2,0,3,0.7653,0.5926551850268635
20,0.2,0,4,0.7802,0.5442988405498072
20,0.2,0,5,0.7927,0.5192570317381868
20,0.2,0,6,0.8055,0.49305121638713933
20,0.2,0,7,0.8194,0.4698145170086108
20,0.2,0,8,0.831,0.45130234499708916
20,0.2,0,9,0.8369,0.4415361521343073
20,0.2,0,10,0.8358,0.4325766779553776
20,0.2,1,0,0.124,2.3072326587031062
20,0.2,1,1,0.1543,2.253660700191705
20,0.2,1,2,0.7168,0.8419945228594942
20,0.2,1,3,0.753,0.6208536347832543
20,0.2,1,4,0.7761,0.5647554148119479
20,0.2,1,5,0.7908,0.5275667712996943
20,0.2,1,6,0.8017,0.5019678367783849
20,0.2,1,7,0.8143,0.4779573449501976
20,0.2,1,8,0.8298,0.458462742570871
20,0.2,1,9,0.8361,0.44514057035453786
20,0.2,1,10,0.8409,0.4336313508665219
20,0.2,2,0,0.0999,2.3040492397527723
20,0.2,2,1,0.3237,2.151503908748444
20,0.2,2,2,0.7158,0.7866309226130526
20,0.2,2,3,0.7626,0.6022241298383036
20,0.2,2,4,0.7815,0.5513697639821817
20,0.2,2,5,0.7937,0.523622415650386
20,0.2,2,6,0.8061,0.5093025977428729
20,0.2,2,7,0.819,0.48523139020505424
20,0.2,2,8,0.8241,0.4736315396647103
20,0.2,2,9,0.8295,0.45803142089051563
20,0.2,2,10,0.8355,0.44454891365557053
20,0.2,3,0,0.1002,2.3057106996115784
20,0.2,3,1,0.2265,2.18712026318803
20,0.2,3,2,0.7104,0.853990655737563
20,0.2,3,3,0.7607,0.6108330097823097
20,0.2,3,4,0.7826,0.5583829483665979
20,0.2,3,5,0.7966,0.5230379342651976
20,0.2,3,6,0.808,0.49555336495938773
20,0.2,3,7,0.8214,0.47469702315406676
20,0.2,3,8,0.8296,0.45193637105317924
20,0.2,3,9,0.8363,0.4345672379572171
20,0.2,3,10,0.8401,0.42454184434665276
20,0.2,4,0,0.0903,2.305023555938428
20,0.2,4,1,0.1004,2.263297386443653
20,0.2,4,2,0.6648,0.8851504133532222
20,0.2,4,3,0.7549,0.6219761755329352
20,0.2,4,4,0.7733,0.5633692774719323
20,0.2,4,5,0.7983,0.5294045063253409
20,0.2,4,6,0.8213,0.48819735527229
20,0.2,4,7,0.8255,0.47209147723338096
20,0.2,4,8,0.8274,0.4634819047424359
20,0.2,4,9,0.8353,0.44736814822632665
20,0.2,4,10,0.84,0.43492385590324006
20,0.5,0,0,0.1,2.3037487455069448
20,0.5,0,1,0.106,2.2762914777944645
20,0.5,0,2,0.6841,0.9077125964835048
20,0.5,0,3,0.7628,0.6059071637761478
20,0.5,0,4,0.7712,0.5705390271668236
20,0.5,0,5,0.7845,0.5370295348639686
20,0.5,0,6,0.8009,0.5156604826640778
20,0.5,0,7,0.8155,0.4957584767771986
20,0.5,0,8,0.8238,0.47982940982325006
20,0.5,0,9,0.8274,0.4640997692990227
20,0.5,0,10,0.8278,0.4551806881214483
20,0.5,1,0,0.0933,2.3058339612552534
20,0.5,1,1,0.3268,2.1687793213719377
20,0.5,1,2,0.696,0.8028187323302126
20,0.5,1,3,0.768,0.5871274233245241
20,0.5,1,4,0.7878,0.5405312443312745
20,0.5,1,5,0.8052,0.5035582634206778
20,0.5,1,6,0.8236,0.47378631307484625
20,0.5,1,7,0.8295,0.4602397583639279
20,0.5,1,8,0.8379,0.4414386913513604
20,0.5,1,9,0.8426,0.42893846690083465
20,0.5,1,10,0.849,0.4184100191337994
20,0.5,2,0,0.101,2.303886415859381
20,0.5,2,1,0.1603,2.2725806967518962
20,0.5,2,2,0.7233,0.8348708522205536
20,0.5,2,3,0.7743,0.5824419683732164
20,0.5,2,4,0.7853,0.5420895078406928
20,0.5,2,5,0.7996,0.5148813206071671
20,0.5,2,6,0.8072,0.49706788899037785
20,0.5,2,7,0.8175,0.48260360675307507
20,0.5,2,8,0.8252,0.46487463648898153
20,0.5,2,9,0.8315,0.44968689878146867
20,0.5,2,10,0.8314,0.4426776532071848
20,0.5,3,0,0.0854,2.3040800460230426
20,0.5,3,1,0.1014,2.264994759910023
20,0.5,3,2,0.6644,0.9400752902792665
20,0.5,3,3,0.7586,0.6274028271912767
20,0.5,3,4,0.7725,0.5861003056120949
20,0.5,3,5,0.7877,0.545339197634508
20,0.5,3,6,0.795,0.5252135018951977
20,0.5,3,7,0.8034,0.4992809268517997
20,0.5,3,8,0.8243,0.4734515146896862
20,0.5,3,9,0.8311,0.45944589714463147
20,0.5,3,10,0.8369,0.44018438815499267
20,0.5,4,0,0.1,2.306544283327584
20,0.5,4,1,0.2454,2.1672310966272326
20,0.5,4,2,0.7139,0.7978879794145164
20,0.5,4,3,0.7679,0.5844073945912309
20,0.5,4,4,0.7796,0.5485914830392161
20,0.5,4,5,0.7928,0.5178594323107228
20,0.5,4,6,0.8026,0.49543018724781257
20,0.5,4,7,0.8184,0.47901992385570236
20,0.5,4,8,0.8278,0.46414730966852874
20,0.5,4,9,0.8309,0.4589283768647014
20,0.5,4,10,0.8384,0.4390659354650936
20,1.0,0,0,0.0954,2.302831463158702
20,1.0,0,1,0.2186,2.2452556820342333
20,1.0,0,2,0.716,0.8039059875110468
20,1.0,0,3,0.7655,0.6068556162115103
20,1.0,0,4,0.7818,0.556587316310063
20,1.0,0,5,0.791,0.5292766528388563
20,1.0,0,6,0.8053,0.5018902966103995
20,1.0,0,7,0.8173,0.47809993754179714
20,1.0,0,8,0.8265,0.46138030890458687
20,1.0,0,9,0.8316,0.44743080501453564
20,1.0,0,10,0.8385,0.43663141474175376
20,1.0,1,0,0.0998,2.302860593643432
20,1.0,1,1,0.2139,2.194335838476309
20,1.0,1,2,0.6845,0.8438272990357761
20,1.0,1,3,0.7533,0.6136670355408337
20,1.0,1,4,0.7741,0.5637978815708679
20,1.0,1,5,0.7858,0.5319861639707614
20,1.0,1,6,0.7979,0.5085601932800616
20,1.0,1,7,0.8096,0.4855483255732935
20,1.0,1,8,0.8217,0.4723984125418404
20,1.0,1,9,0.826,0.45881437526914637
20,1.0,1,10,0.8355,0.4377684285655951
20,1.0,2,0,0.1,2.3048592664944096
20,1.0,2,1,0.3724,2.1669080364056668
20,1.0,2,2,0.7219,0.7521364392754369
20,1.0,2,3,0.7756,0.5663646801877708
20,1.0,2,4,0.788,0.5307929674371744
20,1.0,2,5,0.8062,0.4980505603951768
20,1.0,2,6,0.8185,0.47545100291506553
20,1.0,2,7,0.83,0.4576290451680509
20,1.0,2,8,0.8363,0.435661841267214
20,1.0,2,9,0.8449,0.420516725117787
20,1.0,2,10,0.8444,0.4144454560102746
20,1.0,3,0,0.1004,2.303442801911229
20,1.0,3,1,0.2754,2.2194965076141844
20,1.0,3,2,0.7189,0.7763978069582687
20,1.0,3,3,0.7746,0.5685917894108988
20,1.0,3,4,0.8003,0.513802820929704
20,1.0,3,5,0.8198,0.4830654581038716
20,1.0,3,6,0.8299,0.458902916112266
20,1.0,3,7,0.839,0.4427070700750945
20,1.0,3,8,0.8474,0.4241379980033579
20,1.0,3,9,0.8491,0.41630956275870623
20,1.0,3,10,0.8485,0.4120079372970822
20,1.0,4,0,0.0821,2.3019532677464594
20,1.0,4,1,0.1031,2.207620098187139
20,1.0,4,2,0.7282,0.7879016844038004
20,1.0,4,3,0.7683,0.5789301168328276
20,1.0,4,4,0.7907,0.5325566220778627
20,1.0,4,5,0.8081,0.49965874193765863
20,1.0,4,6,0.823,0.4787779124780966
20,1.0,4,7,0.8273,0.46440708546783216
20,1.0,4,8,0.8367,0.4474665482108966
20,1.0,4,9,0.8413,0.4339493052266276
20,1.0,4,10,0.8439,0.4244780535705554
